,0
PM_0,0.0004821103473549733
PM_1,0.0
PM_10,0.0
PM_100,0.0005490229309760659
PM_101,0.00032838653688541255
PM_102,0.0
PM_103,0.0005866624702096278
PM_104,0.0066206187886952645
PM_105,0.0008060696280947868
PM_106,0.0007437868644242262
PM_107,0.008869597776530064
PM_108,0.000590055669036087
PM_109,0.0005231714693383078
PM_11,0.0008664323690852064
PM_110,0.0008860751018450003
PM_111,0.0
PM_112,0.0006419026822352317
PM_113,0.015308085315121846
PM_114,0.003031498750715384
PM_115,0.0
PM_116,0.000513146721859937
PM_117,0.012271955867636136
PM_118,0.0
PM_119,0.0014933975217016665
PM_12,0.0
PM_120,0.0011689479753362875
PM_121,0.0004731906287756381
PM_122,0.0001981200676282307
PM_123,0.0002037192639531421
PM_124,0.003086230137649206
PM_125,0.017107630547248346
PM_126,0.0
PM_127,0.0007552978160700472
PM_128,0.0
PM_129,0.0013288967867960207
PM_13,0.0010548722227007486
PM_130,0.006951625617929579
PM_131,0.00048239203682549057
PM_132,0.0008197728135510259
PM_133,0.0003181568032948983
PM_134,0.0011622376545700978
PM_135,0.018164853479622593
PM_136,0.0
PM_137,0.0
PM_138,0.0005180970256426427
PM_139,0.0
PM_14,0.0
PM_140,0.0004325072305105187
PM_141,0.0002660886590734861
PM_142,0.0007248475621304616
PM_143,0.00080468022273062
PM_144,0.0016884257383072618
PM_145,0.009000970104054332
PM_146,0.0004714463995649464
PM_147,0.000569207718019966
PM_148,0.0007403120722328212
PM_149,0.0002847659717676626
PM_15,0.0
PM_150,0.0023041796881320092
PM_151,0.0
PM_152,0.00016168271854340583
PM_153,0.00014007685461485874
PM_154,0.0
PM_155,0.0008617019518046018
PM_156,0.00044243636504602167
PM_157,0.0033602703914899683
PM_158,0.004189332174120807
PM_159,0.003946899475591497
PM_16,0.000642663631057135
PM_160,0.0027355115439553234
PM_161,0.00019296115843543327
PM_162,0.0
PM_163,0.0014223926594662084
PM_164,0.0
PM_165,0.05401097360919027
