,0
0,0.7484919795438976
1,0.7395023601958025
2,0.7331216444791372
3,0.7252172285400244
4,0.7204470800556207
5,0.7174047421147691
6,0.7134227214185238
7,0.7100466908748446
8,0.7062897800318048
9,0.7030867923738701
10,0.7006774730712929
11,0.6976915335927433
12,0.6952262921719287
13,0.69304927477077
14,0.6913501331114237
15,0.6900786855337685
16,0.6884596648005649
17,0.6879025662302135
18,0.6861299089448962
19,0.6847393173311377
20,0.6831803103620144
21,0.6814761104243094
22,0.679941958858494
23,0.6793174488400882
24,0.6780640277504795
25,0.676893022389264
26,0.6763677287770847
27,0.6752891235895055
28,0.6744067681518555
29,0.6733155605266734
30,0.6723682580130144
31,0.6715634332693995
32,0.6705975835455859
33,0.6697884336944235
34,0.6693607293709805
35,0.6685161176094158
36,0.6678555798292007
37,0.6670704450934692
38,0.6664330031815444
39,0.6657594765545009
40,0.6651341965694336
41,0.6642318305314149
42,0.6633092198381509
43,0.6626534337885166
44,0.6620749971385195
45,0.6613831896894585
46,0.6606991142413614
47,0.6602208489315174
48,0.659753271132644
49,0.6592041782159813
50,0.6585928470167817
51,0.6580662435121822
52,0.65770137500637
53,0.6572445330433506
54,0.6567481990878019
55,0.6560760524326517
56,0.655699256634898
57,0.655233599579687
58,0.6547455337280836
59,0.6543948858550449
60,0.653904989058347
61,0.6534391315582971
62,0.6531807677145879
63,0.652737128928119
64,0.6523216758424526
65,0.6519925753440745
66,0.6515161813794071
67,0.6510576284559377
68,0.6505136230743483
69,0.6501331765747117
70,0.6496371562409463
71,0.6492499040589811
72,0.6487702159448828
73,0.6484725647751693
74,0.6480787992186074
75,0.6476913621108868
76,0.6474141892482262
77,0.647097215249985
78,0.6467203515638437
79,0.6464415474857943
80,0.6460982862541166
81,0.6457512954716979
82,0.6454623753718949
83,0.6452343580690229
84,0.6448685313701698
85,0.6445778299696282
86,0.6443297002199226
87,0.6440833667761124
88,0.643781546619427
89,0.643407257939648
90,0.6432548272542007
91,0.6429557901236987
92,0.642770256244719
93,0.6424862535921211
94,0.6421809407873245
95,0.6418581025567255
96,0.6416712498400529
97,0.6414141751605617
98,0.6412203115527341
99,0.6409758664977974
100,0.6407166610787354
101,0.6404732479538439
102,0.6402358093906928
103,0.6399961614050966
104,0.6398403288689103
105,0.6395546353809648
106,0.63932393654604
107,0.6390892965483758
108,0.6388956188671959
109,0.6387361367663064
110,0.6385479616545285
111,0.638344003400026
112,0.638148140387514
113,0.6379402141267619
114,0.6377775628808071
115,0.6376194957397322
116,0.6373162270930103
117,0.6371368260152479
118,0.6369633280155413
119,0.6368151252320079
120,0.6366554411777612
121,0.6364632803303286
122,0.6363601821688436
123,0.6362187126620696
124,0.6360634029499175
125,0.635890735953209
126,0.635747170048987
127,0.6355958594054306
128,0.6354216595840537
129,0.635282010470512
130,0.6350516165015792
131,0.6349854100969409
132,0.6348705945001774
133,0.6348085686995442
134,0.6347523898073342
135,0.6345379726947987
