,0
PM_0,0.0002770263953040187
PM_1,0.0
PM_10,0.0
PM_100,0.0
PM_101,0.0008811479397937036
PM_102,0.005102283480999613
PM_103,0.0
PM_104,0.001857147158794025
PM_105,0.0015605204286320655
PM_106,0.0004318440227664988
PM_107,0.006521559626897652
PM_108,0.04804127826042673
PM_109,0.00027468702513820735
PM_11,0.0018640065701706799
PM_110,0.00186797328882133
PM_111,0.0
PM_112,0.0003351862916578421
PM_113,0.00028824765989020356
PM_114,0.0015483146499275142
PM_115,0.0
PM_116,0.0
PM_117,0.027486892719507463
PM_118,0.0015794394094156429
PM_119,0.0014642575521677192
PM_12,0.0
PM_120,0.0037321263683655027
PM_121,0.0015768835854638578
PM_122,0.0
PM_123,0.0
PM_124,0.0013481682061759787
PM_125,0.0008272374901047975
PM_126,0.0
PM_127,0.0003210105272978817
PM_128,0.0
PM_129,0.0004880406354940522
PM_13,0.00034220665348079656
PM_130,0.0012878065149224437
PM_131,0.0
PM_132,0.0
PM_133,0.007184477226126081
PM_134,0.00036493726501963955
PM_135,0.003895413197854646
PM_136,0.0
PM_137,0.00046860328995846907
PM_138,0.001661253111975046
PM_139,0.0
PM_14,0.0
PM_140,0.000617576184059288
PM_141,0.0002766827987762875
PM_142,0.0002704725392061672
PM_143,0.0014942627493766151
PM_144,0.0011839004210026757
PM_145,0.016150720821678535
PM_146,0.0009701979323981214
PM_147,0.005915934159555832
PM_148,0.0003996089776053245
PM_149,0.0012930753580759743
PM_15,0.0003182463935744178
PM_150,0.0132302581794016
PM_151,0.0
PM_152,0.0008062973858224276
PM_153,0.0
PM_154,0.0
PM_155,0.0002961368293932149
PM_156,0.0
PM_157,0.0023838162787002113
PM_158,0.0008158912055454384
PM_159,0.006174139112117899
PM_16,0.0007625139877953228
PM_160,0.00047704544845792937
PM_161,0.000630663738957645
PM_162,0.0
PM_163,0.0006319888227399147
PM_164,0.0
PM_165,0.005452914093702026
PM_166,0.0010273603424716831
PM_167,0.000514611739814658
PM_168,0.0
PM_169,0.0022082876988109984
PM_17,0.0
PM_170,0.0
PM_171,0.00354210241354472
PM_172,0.0
PM_173,0.012077818607706214
PM_174,0.00415982406187602
PM_175,0.0
PM_176,0.00026063681829635485
PM_177,0.0020728006654935184
PM_178,0.0003787224383265477
PM_179,0.0
PM_18,0.0
PM_180,0.0
PM_181,0.0
PM_182,0.0
PM_183,0.0013102990468474526
PM_184,0.0
PM_185,0.013233540694281171
PM_186,0.0
PM_187,0.0007393266544730977
PM_188,0.0
PM_189,0.0061846896526359975
PM_19,0.003116993727558607
PM_190,0.0026181612227198863
PM_191,0.0
PM_192,0.004168593970864354
PM_193,0.000951552527380882
PM_194,0.005388649575179087
PM_195,0.0024633744795222287
PM_196,0.026707300891861227
PM_197,0.00041124482852724243
PM_198,0.0
PM_199,0.0005922460801495132
PM_2,0.0003015562811287582
PM_20,0.01910172876392423
PM_21,0.0
PM_22,0.00044921709240654945
PM_23,0.0006366821723597418
PM_24,0.0
PM_25,0.0009320265172690392
PM_26,0.0
PM_27,0.004085053114138038
PM_28,0.0005529468380625877
PM_29,0.0
PM_3,0.0
PM_30,0.0
PM_31,0.0
PM_32,0.0005048246924060924
PM_33,0.008683966669519452
PM_34,0.0631162746406531
PM_35,0.0
PM_36,0.0014202741267812628
PM_37,0.0
PM_38,0.0009485331920547944
PM_39,0.0006957872517005585
PM_4,0.00037060398292128647
PM_40,0.0010541564494527405
PM_41,0.0
PM_42,0.0023647913026739824
PM_43,0.0006729962431158419
PM_44,0.0002643982899271887
PM_45,0.09097938710009015
PM_46,0.0008302571797320199
PM_47,0.0009797961009438787
PM_48,0.0
PM_49,0.0005291374261051621
PM_5,0.0
PM_50,0.0
PM_51,0.0008535158213144562
PM_52,0.0
PM_53,0.0
PM_54,0.0009614286893776106
PM_55,0.003774490915642775
PM_56,0.0
PM_57,0.0
PM_58,0.0008822052566784282
PM_59,0.0018935023998200534
PM_6,0.03654838016867805
PM_60,0.0
PM_61,0.0006561888424179113
PM_62,0.000399695325454689
PM_63,0.0
PM_64,0.004305447756069089
PM_65,0.0
PM_66,0.008177771841183897
PM_67,0.0023599542048042513
PM_68,0.00043673255487854194
PM_69,0.0
PM_7,0.00041826486062924935
PM_70,0.0
PM_71,0.0
PM_72,0.0
PM_73,0.0
PM_74,0.0
PM_75,0.00030898084561118094
PM_76,0.0003268231864277465
PM_77,0.0034266945236200792
PM_78,0.0030562902362065276
PM_79,0.0
PM_8,0.041442158809500244
PM_80,0.0030842193533024156
PM_81,0.0
PM_82,0.0
PM_83,0.1648542271346467
PM_84,0.019349595451616824
PM_85,0.0007726663718820312
PM_86,0.0
PM_87,0.0016963366609714483
PM_88,0.0
PM_89,0.0029808549573634045
PM_9,0.010893930431502975
PM_90,0.014837871705366453
PM_91,0.00027354672825474763
PM_92,0.0007949754729995334
PM_93,0.0077026938504633265
PM_94,0.0
PM_95,0.0
PM_96,0.0
PM_97,0.0
PM_98,0.00032222421001268977
PM_99,0.00038166772484376664
POS_#,0.0
POS_$,0.0
POS_'',0.0
POS_(,0.0
POS_),0.0
"POS_,",0.0
POS_.,0.0
POS_:,0.0
POS_CC,0.0
POS_CD,0.0
POS_DT,0.0
POS_EX,0.0
POS_FW,0.0
POS_IN,0.0
POS_JJ,0.0013736184072978416
POS_JJR,0.0
POS_JJS,0.0
POS_LAG_-1_#,0.0
POS_LAG_-1_$,0.0
POS_LAG_-1_'',0.0
POS_LAG_-1_(,0.0
POS_LAG_-1_),0.0015082330283922168
"POS_LAG_-1_,",0.0015499455748042778
POS_LAG_-1_.,0.0017876636264742658
POS_LAG_-1_:,0.0009659299653676668
POS_LAG_-1_CC,0.0
POS_LAG_-1_CD,0.006164302229073716
POS_LAG_-1_DT,0.0005526777877664846
POS_LAG_-1_EX,0.0005328102632732994
POS_LAG_-1_FW,0.0
POS_LAG_-1_IN,0.0
POS_LAG_-1_JJ,0.005155869076288079
POS_LAG_-1_JJR,0.0
POS_LAG_-1_JJS,0.0
POS_LAG_-1_MD,0.0003256339524009065
POS_LAG_-1_NN,0.0
POS_LAG_-1_NNP,0.0038348144109978236
POS_LAG_-1_NNPS,0.0
POS_LAG_-1_NNS,0.012961770487231536
POS_LAG_-1_PDT,0.0
POS_LAG_-1_POS,0.0
POS_LAG_-1_PRP,0.0
POS_LAG_-1_PRP$,0.0
POS_LAG_-1_RB,0.0004615844434769125
POS_LAG_-1_RBR,0.00039260773889438855
POS_LAG_-1_RBS,0.0
POS_LAG_-1_RP,0.0
POS_LAG_-1_SYM,0.0
POS_LAG_-1_TO,0.0
POS_LAG_-1_UH,0.0
POS_LAG_-1_VB,0.000527736546553188
POS_LAG_-1_VBD,0.0
POS_LAG_-1_VBG,0.0
POS_LAG_-1_VBN,0.0
POS_LAG_-1_VBP,0.0
POS_LAG_-1_VBZ,0.0008181758870914449
POS_LAG_-1_WDT,0.0
POS_LAG_-1_WP,0.0015087525794678404
POS_LAG_-1_WP$,0.0
POS_LAG_-1_WRB,0.000319837266248747
POS_LAG_-2_#,0.0
POS_LAG_-2_$,0.0
POS_LAG_-2_'',0.0
POS_LAG_-2_(,0.0
POS_LAG_-2_),0.0004860033404505587
"POS_LAG_-2_,",0.0006350466772304675
POS_LAG_-2_.,0.0032199928054889946
POS_LAG_-2_:,0.001305192097064026
